wb-break-all,wb-break-all href,Label,f6,Link--muted,Link--muted href,ml-0,no-wrap,Link--inTextBlock href,text-right href,col-9,mr-3,blankslate-heading 3,color-fg-muted 3,Link--inTextBlock 3,Link--inTextBlock href 3
lead-agent,https://github.com/own-boldsbrain/lead-agent,Public,Forked from,vercel-labs/lead-agent,https://github.com/vercel-labs/lead-agent,TypeScript,"Oct 18, 2025",https://github.com/own-boldsbrain?tab=repositories,[object Object],,,,,,
mastra,https://github.com/own-boldsbrain/mastra,Public,Forked from,mastra-ai/mastra,https://github.com/mastra-ai/mastra,TypeScript,"Oct 17, 2025",https://github.com/own-boldsbrain?tab=repositories,[object Object],"The TypeScript AI agent framework. ⚡ Assistants, RAG, observability. Supports any LLM: GPT-4, Claude, Gemini, Llama.",Other,,,,
openai-apps-sdk-examples,https://github.com/own-boldsbrain/openai-apps-sdk-examples,Public,Forked from,openai/openai-apps-sdk-examples,https://github.com/openai/openai-apps-sdk-examples,JavaScript,"Oct 17, 2025",https://github.com/own-boldsbrain?tab=repositories,[object Object],Example apps for the Apps SDK,MIT License,,,,
ysh-b2b,https://github.com/own-boldsbrain/ysh-b2b,Public,Forked from,medusajs/b2b-starter-medusa,https://github.com/medusajs/b2b-starter-medusa,TypeScript,"Oct 17, 2025",https://github.com/own-boldsbrain?tab=repositories,[object Object],YSH B2B. Features common B2B ecommerce requirements.,MIT License,,,,
fragments,https://github.com/own-boldsbrain/fragments,Public,Forked from,e2b-dev/fragments,https://github.com/e2b-dev/fragments,TypeScript,"Oct 17, 2025",https://github.com/own-boldsbrain?tab=repositories,[object Object],Open-source Next.js template for building apps that are fully generated by AI. By E2B.,Apache License 2.0,,,,
chatkit-js,https://github.com/own-boldsbrain/chatkit-js,Public,Forked from,openai/chatkit-js,https://github.com/openai/chatkit-js,TypeScript,"Oct 16, 2025",https://github.com/own-boldsbrain?tab=repositories,[object Object],,Apache License 2.0,,,,
openai-chatkit-advanced-samples,https://github.com/own-boldsbrain/openai-chatkit-advanced-samples,Public,Forked from,openai/openai-chatkit-advanced-samples,https://github.com/openai/openai-chatkit-advanced-samples,Python,"Oct 15, 2025",https://github.com/own-boldsbrain?tab=repositories,[object Object],Starter app to build with OpenAI ChatKit SDK,Other,,,,
scrcpy,https://github.com/own-boldsbrain/scrcpy,Public,Forked from,Genymobile/scrcpy,https://github.com/Genymobile/scrcpy,C,"Oct 14, 2025",https://github.com/own-boldsbrain?tab=repositories,[object Object],Display and control your Android device,Apache License 2.0,,,,
nextjs-starter-medusa,https://github.com/own-boldsbrain/nextjs-starter-medusa,Public template,Forked from,medusajs/nextjs-starter-medusa,https://github.com/medusajs/nextjs-starter-medusa,JavaScript,"Oct 7, 2025",https://github.com/own-boldsbrain?tab=repositories,[object Object],A performant frontend ecommerce starter template with Next.js 15 and Medusa V2.,MIT License,,,,
docfork-mcp,https://github.com/own-boldsbrain/docfork-mcp,Public,Forked from,docfork/docfork-mcp,https://github.com/docfork/docfork-mcp,TypeScript,"Oct 5, 2025",https://github.com/own-boldsbrain?tab=repositories,[object Object],"Up-to-date documentation to 9,000+ libraries for devs and AI agents.",MIT License,,,,
openai-agents-js,https://github.com/own-boldsbrain/openai-agents-js,Public,Forked from,openai/openai-agents-js,https://github.com/openai/openai-agents-js,TypeScript,"Oct 2, 2025",https://github.com/own-boldsbrain?tab=repositories,[object Object],"A lightweight, powerful framework for multi-agent workflows and voice agents",MIT License,,,,
chrome-devtools-mcp,https://github.com/own-boldsbrain/chrome-devtools-mcp,Public,Forked from,ChromeDevTools/chrome-devtools-mcp,https://github.com/ChromeDevTools/chrome-devtools-mcp,TypeScript,"Oct 2, 2025",https://github.com/own-boldsbrain?tab=repositories,[object Object],Chrome DevTools for coding agents,Apache License 2.0,,,,
openai-agents-python,https://github.com/own-boldsbrain/openai-agents-python,Public,Forked from,openai/openai-agents-python,https://github.com/openai/openai-agents-python,Python,"Oct 2, 2025",https://github.com/own-boldsbrain?tab=repositories,[object Object],"A lightweight, powerful framework for multi-agent workflows",MIT License,,,,
awesome-copilot,https://github.com/own-boldsbrain/awesome-copilot,Public,Forked from,github/awesome-copilot,https://github.com/github/awesome-copilot,JavaScript,"Oct 2, 2025",https://github.com/own-boldsbrain?tab=repositories,[object Object],"Community-contributed instructions, prompts, and configurations to help you make the most of GitHub Copilot.",MIT License,,,,
codex-action,https://github.com/own-boldsbrain/codex-action,Public,Forked from,openai/codex-action,https://github.com/openai/codex-action,TypeScript,"Oct 1, 2025",https://github.com/own-boldsbrain?tab=repositories,[object Object],,Apache License 2.0,,,,
dev3000,https://github.com/own-boldsbrain/dev3000,Public,Forked from,vercel-labs/dev3000,https://github.com/vercel-labs/dev3000,TypeScript,"Sep 30, 2025",https://github.com/own-boldsbrain?tab=repositories,[object Object],"Captures your web app's complete development timeline - server logs, browser events, console messages, network requests, and automatic screenshots - in a unified, timestamped feed for AI debugging.",MIT License,,,,
ysh-commerce,https://github.com/own-boldsbrain/ysh-commerce,Public,Forked from,medusajs/medusa,https://github.com/medusajs/medusa,TypeScript,"Sep 27, 2025",https://github.com/own-boldsbrain?tab=repositories,[object Object],The world's most flexible commerce platform.,MIT License,,,,
actor-playwright-mcp,https://github.com/own-boldsbrain/actor-playwright-mcp,Public,Forked from,apify/actor-playwright-mcp,https://github.com/apify/actor-playwright-mcp,TypeScript,"Sep 26, 2025",https://github.com/own-boldsbrain?tab=repositories,[object Object],Actor Playwright MCP server,Apache License 2.0,,,,
ui,https://github.com/own-boldsbrain/ui,Public,Forked from,shadcn-ui/ui,https://github.com/shadcn-ui/ui,TypeScript,"Sep 25, 2025",https://github.com/own-boldsbrain?tab=repositories,[object Object],"A set of beautifully-designed, accessible components and a code distribution platform. Works with your favorite frameworks. Open Source. Open Code.",MIT License,,,,
ysh-modules,https://github.com/own-boldsbrain/ysh-modules,Public,Forked from,medusajs/examples,https://github.com/medusajs/examples,TypeScript,"Sep 24, 2025",https://github.com/own-boldsbrain?page=2&tab=repositories,[object Object],All YSH modules.,,,,,
autonomous-browser,https://github.com/own-boldsbrain/autonomous-browser,Public template,Forked from,restackio/autonomous-browser,https://github.com/restackio/autonomous-browser,TypeScript,"Sep 24, 2025",https://github.com/own-boldsbrain?page=2&tab=repositories,[object Object],Example autonomous project that searches HN create todos,,,,,
AP2,https://github.com/own-boldsbrain/AP2,Public,Forked from,google-agentic-commerce/AP2,https://github.com/google-agentic-commerce/AP2,Python,"Sep 23, 2025",https://github.com/own-boldsbrain?page=2&tab=repositories,[object Object],Building a Secure and Interoperable Future for AI-Driven Payments.,Apache License 2.0,,,,
streamdown,https://github.com/own-boldsbrain/streamdown,Public,Forked from,vercel/streamdown,https://github.com/vercel/streamdown,TypeScript,"Sep 22, 2025",https://github.com/own-boldsbrain?page=2&tab=repositories,[object Object],"A drop-in replacement for react-markdown, designed for AI-powered streaming.",Other,,,,
ai,https://github.com/own-boldsbrain/ai,Public,Forked from,vercel/ai,https://github.com/vercel/ai,TypeScript,"Sep 21, 2025",https://github.com/own-boldsbrain?page=2&tab=repositories,[object Object],"The AI Toolkit for TypeScript. From the creators of Next.js, the AI SDK is a free open-source library for building AI-powered applications and agents",Other,,,,
notte,https://github.com/own-boldsbrain/notte,Public,Forked from,nottelabs/notte,https://github.com/nottelabs/notte,Python,"Sep 21, 2025",https://github.com/own-boldsbrain?page=2&tab=repositories,[object Object],🔥 Reliable Browser AI agents (YC S25),Other,,,,
mcp-context-forge,https://github.com/own-boldsbrain/mcp-context-forge,Public,Forked from,IBM/mcp-context-forge,https://github.com/IBM/mcp-context-forge,Python,"Sep 21, 2025",https://github.com/own-boldsbrain?page=2&tab=repositories,[object Object],"A Model Context Protocol (MCP) Gateway & Registry. Serves as a central management point for tools, resources, and prompts that can be accessed by MCP-compatible LLM applications. Converts REST API …",Apache License 2.0,,,,
bua,https://github.com/own-boldsbrain/bua,Public,Forked from,nottelabs/bua,https://github.com/nottelabs/bua,Python,"Sep 21, 2025",https://github.com/own-boldsbrain?page=2&tab=repositories,[object Object],Browser using agent (bua) notte model on any browser environment,MIT License,,,,
industry,https://github.com/own-boldsbrain/industry,Public,Forked from,odoo/industry,https://github.com/odoo/industry,Python,"Sep 21, 2025",https://github.com/own-boldsbrain?page=2&tab=repositories,[object Object],Odoo Industry Apps,Other,,,,
rag-web-browser,https://github.com/own-boldsbrain/rag-web-browser,Public,Forked from,apify/rag-web-browser,https://github.com/apify/rag-web-browser,TypeScript,"Sep 18, 2025",https://github.com/own-boldsbrain?page=2&tab=repositories,[object Object],RAG Web Browser is an Apify Actor to feed your LLM applications and RAG pipelines with up-to-date text content scraped from the web.,Apache License 2.0,,,,
crewai-mcp-tester,https://github.com/own-boldsbrain/crewai-mcp-tester,Public,Forked from,apify/crewai-mcp-tester,https://github.com/apify/crewai-mcp-tester,Python,"Sep 18, 2025",https://github.com/own-boldsbrain?page=2&tab=repositories,[object Object],"Automated MCP server testing tool. Connects to Model Context Protocol servers, tests available tools using AI, and generates detailed reports with pass/fail status. Supports custom authentication h…",Apache License 2.0,,,,
agent-playground,https://github.com/own-boldsbrain/agent-playground,Public,Forked from,livekit/agents-playground,https://github.com/livekit/agents-playground,TypeScript,"Sep 17, 2025",https://github.com/own-boldsbrain?page=2&tab=repositories,[object Object],,Apache License 2.0,,,,
next-shadcn-dashboard-starter,https://github.com/own-boldsbrain/next-shadcn-dashboard-starter,Public,Forked from,Kiranism/next-shadcn-dashboard-starter,https://github.com/Kiranism/next-shadcn-dashboard-starter,TypeScript,"Sep 17, 2025",https://github.com/own-boldsbrain?page=2&tab=repositories,[object Object],Admin Dashboard Starter with Nextjs 15 and Shadcn ui,MIT License,,,,
geoai.js,https://github.com/own-boldsbrain/geoai.js,Public,Forked from,decision-labs/geoai.js,https://github.com/decision-labs/geoai.js,TypeScript,"Sep 17, 2025",https://github.com/own-boldsbrain?page=2&tab=repositories,[object Object],🛰️ GeoAI.js is a javascript library for use with transformers.js to perform GeoAI on the frontend,MIT License,,,,
casibase,https://github.com/own-boldsbrain/casibase,Public,Forked from,casibase/casibase,https://github.com/casibase/casibase,Go,"Sep 10, 2025",https://github.com/own-boldsbrain?page=2&tab=repositories,[object Object],"⚡️AI Cloud OS: Open-source enterprise-level AI knowledge base and MCP (model-context-protocol)/A2A (agent-to-agent) management platform with admin UI, user management and Single-Sign-On⚡️, supports…",Apache License 2.0,,,,
nanobrowser,https://github.com/own-boldsbrain/nanobrowser,Public,Forked from,nanobrowser/nanobrowser,https://github.com/nanobrowser/nanobrowser,TypeScript,"Sep 10, 2025",https://github.com/own-boldsbrain?page=2&tab=repositories,[object Object],Open-Source Chrome extension for AI-powered web automation. Run multi-agent workflows using your own LLM API key. Alternative to OpenAI Operator.,Apache License 2.0,,,,
the-algorithm,https://github.com/own-boldsbrain/the-algorithm,Public,Forked from,twitter/the-algorithm,https://github.com/twitter/the-algorithm,Scala,"Sep 8, 2025",https://github.com/own-boldsbrain?page=2&tab=repositories,[object Object],Source code for the X Recommendation Algorithm,GNU Affero General Public License v3.0,,,,
rasa,https://github.com/own-boldsbrain/rasa,Public,Forked from,RasaHQ/rasa,https://github.com/RasaHQ/rasa,Python,"Sep 8, 2025",https://github.com/own-boldsbrain?page=2&tab=repositories,[object Object],"💬 Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management, connect to Slack, Facebook, and more - Create chatbots and voice assistants",Apache License 2.0,,,,
whisper,https://github.com/own-boldsbrain/whisper,Public,Forked from,openai/whisper,https://github.com/openai/whisper,Python,"Sep 8, 2025",https://github.com/own-boldsbrain?page=2&tab=repositories,[object Object],Robust Speech Recognition via Large-Scale Weak Supervision,MIT License,,,,
aistudio-showcase,https://github.com/own-boldsbrain/aistudio-showcase,Public,Forked from,google-gemini/aistudio-showcase,https://github.com/google-gemini/aistudio-showcase,TypeScript,"Sep 5, 2025",https://github.com/own-boldsbrain?page=2&tab=repositories,[object Object],,Apache License 2.0,,,,
ui-dojo,https://github.com/own-boldsbrain/ui-dojo,Public,Forked from,mastra-ai/ui-dojo,https://github.com/mastra-ai/ui-dojo,TypeScript,"Sep 4, 2025",https://github.com/own-boldsbrain?page=2&tab=repositories,[object Object],Mastra + UI Frameworks,,,,,
v0-yello-solar-hub,https://github.com/own-boldsbrain/v0-yello-solar-hub,Private,,,,TypeScript,"Sep 4, 2025",https://github.com/own-boldsbrain?page=3&tab=repositories,[object Object],,,,,,
openai-realtime-agents,https://github.com/own-boldsbrain/openai-realtime-agents,Public,Forked from,openai/openai-realtime-agents,https://github.com/openai/openai-realtime-agents,TypeScript,"Sep 3, 2025",https://github.com/own-boldsbrain?page=3&tab=repositories,[object Object],"This is a simple demonstration of more advanced, agentic patterns built on top of the Realtime API.",MIT License,,,,
ysh-marketplace_v0,https://github.com/own-boldsbrain/ysh-marketplace_v0,Private,,,,TypeScript,"Sep 2, 2025",https://github.com/own-boldsbrain?page=3&tab=repositories,[object Object],,,,,,
three-geospatial,https://github.com/own-boldsbrain/three-geospatial,Public,Forked from,takram-design-engineering/three-geospatial,https://github.com/takram-design-engineering/three-geospatial,TypeScript,"Aug 30, 2025",https://github.com/own-boldsbrain?page=3&tab=repositories,[object Object],Geospatial Rendering in Three.js,MIT License,,,,
solar-workflow,https://github.com/own-boldsbrain/solar-workflow,Private,,,,TypeScript,"Aug 28, 2025",https://github.com/own-boldsbrain?page=3&tab=repositories,[object Object],,,,,,
yello-touchpoint,https://github.com/own-boldsbrain/yello-touchpoint,Private,,,,TypeScript,"Aug 26, 2025",https://github.com/own-boldsbrain?page=3&tab=repositories,[object Object],,,,,,
awesome-ai-apps,https://github.com/own-boldsbrain/awesome-ai-apps,Public,Forked from,Arindam200/awesome-ai-apps,https://github.com/Arindam200/awesome-ai-apps,Python,"Aug 26, 2025",https://github.com/own-boldsbrain?page=3&tab=repositories,[object Object],"A collection of projects showcasing RAG, agents, workflows, and other AI use cases",MIT License,,,,
yello-solar-hub-v1-2l,https://github.com/own-boldsbrain/yello-solar-hub-v1-2l,Private,,,,TypeScript,"Aug 25, 2025",https://github.com/own-boldsbrain?page=3&tab=repositories,[object Object],,,,,,
yello-pay,https://github.com/own-boldsbrain/yello-pay,Private,,,,TypeScript,"Aug 25, 2025",https://github.com/own-boldsbrain?page=3&tab=repositories,[object Object],,,,,,
yello-solar-hub_catalog,https://github.com/own-boldsbrain/yello-solar-hub_catalog,Private,,,,TypeScript,"Aug 25, 2025",https://github.com/own-boldsbrain?page=3&tab=repositories,[object Object],,,,,,
openai-cs-agents-demo,https://github.com/own-boldsbrain/openai-cs-agents-demo,Public,Forked from,openai/openai-cs-agents-demo,https://github.com/openai/openai-cs-agents-demo,TypeScript,"Aug 25, 2025",https://github.com/own-boldsbrain?page=3&tab=repositories,[object Object],Demo of a customer service use case implemented with the OpenAI Agents SDK,MIT License,,,,
web3gpt,https://github.com/own-boldsbrain/web3gpt,Public,Forked from,Markeljan/web3gpt,https://github.com/Markeljan/web3gpt,TypeScript,"Aug 21, 2025",https://github.com/own-boldsbrain?page=3&tab=repositories,[object Object],Develop and deploy smart contracts using natural language.,MIT License,,,,
GeoAI-Tutorials,https://github.com/own-boldsbrain/GeoAI-Tutorials,Public,Forked from,opengeos/GeoAI-Tutorials,https://github.com/opengeos/GeoAI-Tutorials,Jupyter Notebook,"Aug 12, 2025",https://github.com/own-boldsbrain?page=3&tab=repositories,[object Object],A collection of Jupyter notebook examples for using GeoAI,MIT License,,,,
GERACAO-PRE_ORFERTAS,https://github.com/own-boldsbrain/GERACAO-PRE_ORFERTAS,Private,,,,HTML,"Aug 11, 2025",https://github.com/own-boldsbrain?page=3&tab=repositories,[object Object],,,,,,
v0-platform-api-demo,https://github.com/own-boldsbrain/v0-platform-api-demo,Public template,Forked from,vercel/v0-platform-api-demo,https://github.com/vercel/v0-platform-api-demo,TypeScript,"Aug 11, 2025",https://github.com/own-boldsbrain?page=3&tab=repositories,[object Object],A Next.js application demonstrating the v0 Platform API,,,,,
local-audio-python,https://github.com/own-boldsbrain/local-audio-python,Public,Forked from,livekit-examples/local-audio-python,https://github.com/livekit-examples/local-audio-python,Python,"Aug 7, 2025",https://github.com/own-boldsbrain?page=3&tab=repositories,[object Object],Demo of publishing audio from local microphone device and playing audio on local audio output device,MIT License,,,,
ysh-marketplace,https://github.com/own-boldsbrain/ysh-marketplace,Private,,,,TypeScript,"Aug 4, 2025",https://github.com/own-boldsbrain?page=3&tab=repositories,[object Object],,,,,,
Nyx,https://github.com/own-boldsbrain/Nyx,Public,Forked from,EternalDreamer01/Nyx,https://github.com/EternalDreamer01/Nyx,JavaScript,"Jul 17, 2025",https://github.com/own-boldsbrain?page=3&tab=repositories,[object Object],"Reverse phone lookup, based on WhatsApp and Telegram",GNU Lesser General Public License v3.0,,,,
Store,https://github.com/own-boldsbrain/Store,Private,,,,,"Jul 7, 2025",https://github.com/own-boldsbrain?page=3&tab=repositories,[object Object],,,,,,
livekit-sip-example,https://github.com/own-boldsbrain/livekit-sip-example,Public,Forked from,livekit-examples/livekit-sip-example,https://github.com/livekit-examples/livekit-sip-example,TypeScript,"Jul 3, 2025",https://github.com/own-boldsbrain?page=3&tab=repositories,[object Object],An example of how to call phone numbers with LiveKit,,,,,
tooly,https://github.com/own-boldsbrain/tooly,Public,Forked from,ctate/tooly,https://github.com/ctate/tooly,TypeScript,"Jun 30, 2025",https://github.com/own-boldsbrain?page=3&tab=repositories,[object Object],APIs as AI Tools,MIT License,,,,
node-agents-examples,https://github.com/own-boldsbrain/node-agents-examples,Public,Forked from,livekit-examples/node-agents-examples,https://github.com/livekit-examples/node-agents-examples,TypeScript,"Jun 9, 2025",https://github.com/own-boldsbrain?page=3&tab=repositories,[object Object],,Apache License 2.0,,,,
compliance,https://github.com/own-boldsbrain/compliance,Private,,,,,"Jun 7, 2025",https://github.com/own-boldsbrain?page=3&tab=repositories,,,,,,,
next-forge,https://github.com/own-boldsbrain/next-forge,Public template,Forked from,vercel/next-forge,https://github.com/vercel/next-forge,TypeScript,"Jun 7, 2025",https://github.com/own-boldsbrain?page=3&tab=repositories,[object Object],Production-grade Turborepo template for Next.js apps.,MIT License,,,,
yello-maphome,https://github.com/own-boldsbrain/yello-maphome,Private,,,,TypeScript,"Jun 7, 2025",https://github.com/own-boldsbrain?page=3&tab=repositories,[object Object],,,,,,
NeMo-speech-data-processor,https://github.com/own-boldsbrain/NeMo-speech-data-processor,Public,Forked from,NVIDIA/NeMo-speech-data-processor,https://github.com/NVIDIA/NeMo-speech-data-processor,Python,"Jun 7, 2025",https://github.com/own-boldsbrain?page=3&tab=repositories,[object Object],A toolkit for processing speech data and creating speech datasets,Apache License 2.0,,,,
whatsapp-web.js,https://github.com/own-boldsbrain/whatsapp-web.js,Public,Forked from,pedroslopez/whatsapp-web.js,https://github.com/pedroslopez/whatsapp-web.js,JavaScript,"Jun 7, 2025",https://github.com/own-boldsbrain?page=3&tab=repositories,[object Object],A WhatsApp client library for NodeJS that connects through the WhatsApp Web browser app,Apache License 2.0,,,,
yello-map,https://github.com/own-boldsbrain/yello-map,Private,,,,TypeScript,"Jun 7, 2025",https://github.com/own-boldsbrain?page=3&tab=repositories,[object Object],,,,,,
yello-oceano-big,https://github.com/own-boldsbrain/yello-oceano-big,Private,,,,TypeScript,"Jun 7, 2025",https://github.com/own-boldsbrain?page=3&tab=repositories,[object Object],,,,,,
yello-stpg,https://github.com/own-boldsbrain/yello-stpg,Private,,,,,"Jun 7, 2025",https://github.com/own-boldsbrain?page=3&tab=repositories,,,,,,,
motia,https://github.com/own-boldsbrain/motia,Public,Forked from,MotiaDev/motia,https://github.com/MotiaDev/motia,TypeScript,"Jun 7, 2025",https://github.com/own-boldsbrain?page=4&tab=repositories,[object Object],"Unified Backend Framework for APIs, Events and Agents",MIT License,,,,
aistore,https://github.com/own-boldsbrain/aistore,Public,Forked from,NVIDIA/aistore,https://github.com/NVIDIA/aistore,Go,"Jun 6, 2025",https://github.com/own-boldsbrain?page=4&tab=repositories,[object Object],AIStore: scalable storage for AI applications,MIT License,,,,
onlook,https://github.com/own-boldsbrain/onlook,Public,Forked from,onlook-dev/onlook,https://github.com/onlook-dev/onlook,TypeScript,"Jun 6, 2025",https://github.com/own-boldsbrain?page=4&tab=repositories,[object Object],"The Cursor for Designers • An Open-Source Visual Vibecoding Editor • Visually build, style, and edit your React App with AI",Apache License 2.0,,,,
DigitalTwinCatalog,https://github.com/own-boldsbrain/DigitalTwinCatalog,Public,Forked from,facebookresearch/DigitalTwinCatalog,https://github.com/facebookresearch/DigitalTwinCatalog,Python,"Jun 6, 2025",https://github.com/own-boldsbrain?page=4&tab=repositories,[object Object],Repo for baseline codes of Digital Twin Catalog project.,Other,,,,
awesome-llm-apps,https://github.com/own-boldsbrain/awesome-llm-apps,Public,Forked from,Shubhamsaboo/awesome-llm-apps,https://github.com/Shubhamsaboo/awesome-llm-apps,Python,"Jun 6, 2025",https://github.com/own-boldsbrain?page=4&tab=repositories,[object Object],"Collection of awesome LLM apps with AI Agents and RAG using OpenAI, Anthropic, Gemini and opensource models.",Apache License 2.0,,,,
openai-cookbook,https://github.com/own-boldsbrain/openai-cookbook,Public,Forked from,openai/openai-cookbook,https://github.com/openai/openai-cookbook,MDX,"Jun 6, 2025",https://github.com/own-boldsbrain?page=4&tab=repositories,[object Object],Examples and guides for using the OpenAI API,MIT License,,,,
mcp,https://github.com/own-boldsbrain/mcp,Public,Forked from,awslabs/mcp,https://github.com/awslabs/mcp,Python,"Jun 6, 2025",https://github.com/own-boldsbrain?page=4&tab=repositories,[object Object],"AWS MCP Servers — helping you get the most out of AWS, wherever you use MCP.",Apache License 2.0,,,,
Megatron-LM,https://github.com/own-boldsbrain/Megatron-LM,Public,Forked from,NVIDIA/Megatron-LM,https://github.com/NVIDIA/Megatron-LM,Python,"Jun 6, 2025",https://github.com/own-boldsbrain?page=4&tab=repositories,[object Object],Ongoing research training transformer models at scale,Other,,,,
motia-examples,https://github.com/own-boldsbrain/motia-examples,Public,Forked from,MotiaDev/motia-examples,https://github.com/MotiaDev/motia-examples,,"Jun 6, 2025",https://github.com/own-boldsbrain?page=4&tab=repositories,[object Object],A community maintained list of flow examples built with Motia,,,,,
any-agent,https://github.com/own-boldsbrain/any-agent,Public,Forked from,mozilla-ai/any-agent,https://github.com/mozilla-ai/any-agent,Python,"Jun 6, 2025",https://github.com/own-boldsbrain?page=4&tab=repositories,[object Object],A single interface to use and evaluate different agent frameworks,Apache License 2.0,,,,
warp,https://github.com/own-boldsbrain/warp,Public,Forked from,NVIDIA/warp,https://github.com/NVIDIA/warp,Python,"Jun 6, 2025",https://github.com/own-boldsbrain?page=4&tab=repositories,[object Object],"A Python framework for accelerated simulation, data generation and spatial computing.",Apache License 2.0,,,,
Megatron-Energon,https://github.com/own-boldsbrain/Megatron-Energon,Public,Forked from,NVIDIA/Megatron-Energon,https://github.com/NVIDIA/Megatron-Energon,Python,"Jun 6, 2025",https://github.com/own-boldsbrain?page=4&tab=repositories,[object Object],Megatron's multi-modal data loader,Other,,,,
haystack-experimental,https://github.com/own-boldsbrain/haystack-experimental,Public,Forked from,deepset-ai/haystack-experimental,https://github.com/deepset-ai/haystack-experimental,Python,"Jun 6, 2025",https://github.com/own-boldsbrain?page=4&tab=repositories,[object Object],🧪 Experimental features for Haystack,Apache License 2.0,,,,
supabase-js,https://github.com/own-boldsbrain/supabase-js,Public,Forked from,supabase/supabase-js,https://github.com/supabase/supabase-js,TypeScript,"Jun 6, 2025",https://github.com/own-boldsbrain?page=4&tab=repositories,[object Object],"An isomorphic Javascript client for Supabase. Query your Supabase database, subscribe to realtime events, upload and download files, browse typescript examples, invoke postgres functions via rpc, i…",MIT License,,,,
openavatarchat,https://github.com/own-boldsbrain/openavatarchat,Public,Forked from,HumanAIGC-Engineering/OpenAvatarChat,https://github.com/HumanAIGC-Engineering/OpenAvatarChat,Python,"Jun 6, 2025",https://github.com/own-boldsbrain?page=4&tab=repositories,[object Object],,Apache License 2.0,,,,
agent-squad,https://github.com/own-boldsbrain/agent-squad,Public,Forked from,awslabs/agent-squad,https://github.com/awslabs/agent-squad,Python,"Jun 6, 2025",https://github.com/own-boldsbrain?page=4&tab=repositories,[object Object],Flexible and powerful framework for managing multiple AI agents and handling complex conversations,Apache License 2.0,,,,
sdk,https://github.com/own-boldsbrain/sdk,Public,Forked from,vercel/sdk,https://github.com/vercel/sdk,TypeScript,"Jun 5, 2025",https://github.com/own-boldsbrain?page=4&tab=repositories,[object Object],Vercel SDK is a type-safe Typescript SDK that gives you access to the Vercel REST API.,Apache License 2.0,,,,
egocentric_splats,https://github.com/own-boldsbrain/egocentric_splats,Public,Forked from,facebookresearch/egocentric_splats,https://github.com/facebookresearch/egocentric_splats,Python,"Jun 5, 2025",https://github.com/own-boldsbrain?page=4&tab=repositories,[object Object],"The implementation for ""Photoreal Scene Reconstruction from an Egocentric Camera, SIGGRAPH 2025""",Other,,,,
memvid,https://github.com/own-boldsbrain/memvid,Public,Forked from,Olow304/memvid,https://github.com/Olow304/memvid,Python,"Jun 5, 2025",https://github.com/own-boldsbrain?page=4&tab=repositories,[object Object],Video-based AI memory library. Store millions of text chunks in MP4 files with lightning-fast semantic search. No database needed.,MIT License,,,,
MyIP,https://github.com/own-boldsbrain/MyIP,Public,Forked from,jason5ng32/MyIP,https://github.com/jason5ng32/MyIP,Vue,"Jun 5, 2025",https://github.com/own-boldsbrain?page=4&tab=repositories,[object Object],"The best IP Toolbox. Easy to check what's your IPs, IP geolocation, check for DNS leaks, examine WebRTC connections, speed test, ping test, MTR test, check website availability, whois search and mo…",MIT License,,,,
audiobox-aesthetics,https://github.com/own-boldsbrain/audiobox-aesthetics,Public,Forked from,facebookresearch/audiobox-aesthetics,https://github.com/facebookresearch/audiobox-aesthetics,Python,"Jun 5, 2025",https://github.com/own-boldsbrain?page=4&tab=repositories,[object Object],"Unified automatic quality assessment for speech, music, and sound.",Creative Commons Attribution 4.0 International,,,,
lam_audio2expression,https://github.com/own-boldsbrain/lam_audio2expression,Public,Forked from,aigc3d/LAM_Audio2Expression,https://github.com/aigc3d/LAM_Audio2Expression,Python,"Jun 4, 2025",https://github.com/own-boldsbrain?page=4&tab=repositories,[object Object],Generate ARKit expression from audio in realtime,Apache License 2.0,,,,
templates,https://github.com/own-boldsbrain/templates,Public,Forked from,Dokploy/templates,https://github.com/Dokploy/templates,TypeScript,"Jun 4, 2025",https://github.com/own-boldsbrain?page=4&tab=repositories,[object Object],All the open source templates integrated to dokploy 🚀,MIT License,,,,
motion-primitives,https://github.com/own-boldsbrain/motion-primitives,Public,Forked from,ibelick/motion-primitives,https://github.com/ibelick/motion-primitives,TypeScript,"Jun 4, 2025",https://github.com/own-boldsbrain?page=4&tab=repositories,[object Object],"UI kit to make beautiful, animated interfaces, faster. Customizable. Open Source.",MIT License,,,,
aurora-autonomous-ai-artist,https://github.com/own-boldsbrain/aurora-autonomous-ai-artist,Public,Forked from,elijahsylar/Aurora-Autonomous-Pattern-Generator-v1,https://github.com/elijahsylar/Aurora-Autonomous-Pattern-Generator-v1,Python,"Jun 3, 2025",https://github.com/own-boldsbrain?page=4&tab=repositories,[object Object],"Fully autonomous AI artist with emotional modeling and behavioral analysis. Makes her own creative decisions, dreams, and requests music. Built in 2 weeks while working full-time elsewhere.",MIT License,,,,
build-an-ai-app-starter-jun-25,https://github.com/own-boldsbrain/build-an-ai-app-starter-jun-25,Public,Forked from,vercel/build-an-ai-app-starter-sep-25,https://github.com/vercel/build-an-ai-app-starter-sep-25,TypeScript,"Jun 3, 2025",https://github.com/own-boldsbrain?page=4&tab=repositories,[object Object],AI SDK Course Repository,,,,,
