wb-break-all,wb-break-all href,Label,f6,Link--muted,Link--muted href,ml-0,no-wrap,Link--inTextBlock href,text-right href,col-9,mr-3,blankslate-heading 3,color-fg-muted 3,Link--inTextBlock 3,Link--inTextBlock href 3
webiny-js,https://github.com/own-boldsbrain/webiny-js,Public,Forked from,webiny/webiny-js,https://github.com/webiny/webiny-js,TypeScript,"May 4, 2025",https://github.com/own-boldsbrain?page=7&tab=repositories,[object Object],"Open-source serverless enterprise CMS. Includes a headless CMS, page builder, form builder, and file manager. Easy to customize and expand. Deploys to AWS.",Other,,,,
next.js,https://github.com/own-boldsbrain/next.js,Public,Forked from,vercel/next.js,https://github.com/vercel/next.js,JavaScript,"May 3, 2025",https://github.com/own-boldsbrain?page=7&tab=repositories,[object Object],The React Framework,MIT License,,,,
Open-Launch,https://github.com/own-boldsbrain/Open-Launch,Public,Forked from,openlaunch-org/Open-Launch,https://github.com/openlaunch-org/Open-Launch,TypeScript,"May 3, 2025",https://github.com/own-boldsbrain?page=7&tab=repositories,[object Object],The first complete open source alternative to Product Hunt.,MIT License,,,,
AutoGPT,https://github.com/own-boldsbrain/AutoGPT,Public,Forked from,Significant-Gravitas/AutoGPT,https://github.com/Significant-Gravitas/AutoGPT,Python,"May 3, 2025",https://github.com/own-boldsbrain?page=7&tab=repositories,[object Object],"AutoGPT is the vision of accessible AI for everyone, to use and to build on. Our mission is to provide the tools, so that you can focus on what matters.",Other,,,,
linkedin_ai,https://github.com/own-boldsbrain/linkedin_ai,Public,Forked from,explodinggradients/linkedin_ai,https://github.com/explodinggradients/linkedin_ai,Jupyter Notebook,"May 3, 2025",https://github.com/own-boldsbrain?page=7&tab=repositories,[object Object],,Apache License 2.0,,,,
21st,https://github.com/own-boldsbrain/21st,Public,Forked from,serafimcloud/21st,https://github.com/serafimcloud/21st,TypeScript,"May 3, 2025",https://github.com/own-boldsbrain?page=7&tab=repositories,[object Object],"npm for design engineers: largest marketplace of shadcn/ui-based React Tailwind components, blocks and hooks",MIT License,,,,
social-media-agent,https://github.com/own-boldsbrain/social-media-agent,Public,Forked from,langchain-ai/social-media-agent,https://github.com/langchain-ai/social-media-agent,TypeScript,"May 2, 2025",https://github.com/own-boldsbrain?page=7&tab=repositories,[object Object],"📲 An agent for sourcing, curating, and scheduling social media posts with human-in-the-loop.",MIT License,,,,
maybe,https://github.com/own-boldsbrain/maybe,Public,Forked from,maybe-finance/maybe,https://github.com/maybe-finance/maybe,Ruby,"May 2, 2025",https://github.com/own-boldsbrain?page=7&tab=repositories,[object Object],The personal finance app for everyone,GNU Affero General Public License v3.0,,,,
wrkflw,https://github.com/own-boldsbrain/wrkflw,Public,Forked from,bahdotsh/wrkflw,https://github.com/bahdotsh/wrkflw,Rust,"May 2, 2025",https://github.com/own-boldsbrain?page=7&tab=repositories,[object Object],Validate and execute GitHub Actions workflows locally.,MIT License,,,,
outbound-caller-python,https://github.com/own-boldsbrain/outbound-caller-python,Public,Forked from,livekit-examples/outbound-caller-python,https://github.com/livekit-examples/outbound-caller-python,Python,"May 2, 2025",https://github.com/own-boldsbrain?page=7&tab=repositories,[object Object],An Agent that makes outbound calls using SIP and Dispatch APIs,MIT License,,,,
langchainjs,https://github.com/own-boldsbrain/langchainjs,Public,Forked from,langchain-ai/langchainjs,https://github.com/langchain-ai/langchainjs,TypeScript,"May 2, 2025",https://github.com/own-boldsbrain?page=7&tab=repositories,[object Object],🦜🔗 Build context-aware reasoning applications 🦜🔗,MIT License,,,,
demo-banking,https://github.com/own-boldsbrain/demo-banking,Public,Forked from,CopilotKit/demo-banking,https://github.com/CopilotKit/demo-banking,TypeScript,"May 1, 2025",https://github.com/own-boldsbrain?page=7&tab=repositories,[object Object],,,,,,
openems,https://github.com/own-boldsbrain/openems,Public,Forked from,OpenEMS/openems,https://github.com/OpenEMS/openems,Java,"May 1, 2025",https://github.com/own-boldsbrain?page=7&tab=repositories,[object Object],OpenEMS - Open Source Energy Management System,GNU Affero General Public License v3.0,,,,
evcc,https://github.com/own-boldsbrain/evcc,Public,Forked from,evcc-io/evcc,https://github.com/evcc-io/evcc,Go,"May 1, 2025",https://github.com/own-boldsbrain?page=7&tab=repositories,[object Object],solar charging ☀️🚘,MIT License,,,,
earth2studio,https://github.com/own-boldsbrain/earth2studio,Public,Forked from,NVIDIA/earth2studio,https://github.com/NVIDIA/earth2studio,Python,"May 1, 2025",https://github.com/own-boldsbrain?page=7&tab=repositories,[object Object],"Open-source deep-learning framework for exploring, building and deploying AI weather/climate workflows.",Apache License 2.0,,,,
AgentIQ,https://github.com/own-boldsbrain/AgentIQ,Public,Forked from,NVIDIA/NeMo-Agent-Toolkit,https://github.com/NVIDIA/NeMo-Agent-Toolkit,Python,"May 1, 2025",https://github.com/own-boldsbrain?page=7&tab=repositories,[object Object],The NVIDIA Agent Intelligence Toolkit (AIQ Toolkit) is an open-source library for efficiently connecting and optimizing teams of AI agents.,Apache License 2.0,,,,
route-url,https://github.com/own-boldsbrain/route-url,Public,Forked from,PatrickJS/route-url,https://github.com/PatrickJS/route-url,TypeScript,"Apr 30, 2025",https://github.com/own-boldsbrain?page=7&tab=repositories,[object Object],"Minimal, observable-based URL management library supporting browser, server, and in-memory routing.",MIT License,,,,
lobe-ui,https://github.com/own-boldsbrain/lobe-ui,Public,Forked from,lobehub/lobe-ui,https://github.com/lobehub/lobe-ui,TypeScript,"Apr 30, 2025",https://github.com/own-boldsbrain?page=7&tab=repositories,[object Object],🍭 Lobe UI - an open-source UI component library for building AIGC web apps,MIT License,,,,
ocean,https://github.com/own-boldsbrain/ocean,Public,Forked from,facebookresearch/ocean,https://github.com/facebookresearch/ocean,C++,"Apr 29, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,,Ocean is the in-house framework for Computer Vision (CV) and Augmented Reality (AR) applications at Meta. It is platform independent and is mainly implemented in C/C++.,MIT License,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=8&tab=repositories
openai-voice-agent-sdk-sample,https://github.com/own-boldsbrain/openai-voice-agent-sdk-sample,Public template,Forked from,openai/openai-voice-agent-sdk-sample,https://github.com/openai/openai-voice-agent-sdk-sample,TypeScript,"Apr 29, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,,Sample application to add voice capabilities to the Agents SDK,MIT License,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=8&tab=repositories
starterpack-telco-en,https://github.com/own-boldsbrain/starterpack-telco-en,Public,Forked from,rasa-customers/starterpack-telco-en,https://github.com/rasa-customers/starterpack-telco-en,Python,"Apr 28, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,,"This repository contains a pre-configured chatbot starter pack designed specifically for the telecommunications industry. Built using Rasa 3.11 +, the assistant focuses on two key customer support …",,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=8&tab=repositories
modelcontextprotocol,https://github.com/own-boldsbrain/modelcontextprotocol,Public,Forked from,perplexityai/modelcontextprotocol,https://github.com/perplexityai/modelcontextprotocol,JavaScript,"Apr 27, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,,"A Model Context Protocol Server connector for Perplexity API, to enable web search without leaving the MCP ecosystem.",MIT License,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=8&tab=repositories
kernel-images,https://github.com/own-boldsbrain/kernel-images,Public,Forked from,onkernel/kernel-images,https://github.com/onkernel/kernel-images,Shell,"Apr 27, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,,We put browsers on a unikernel,Apache License 2.0,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=8&tab=repositories
actor-mastra-mcp-agent,https://github.com/own-boldsbrain/actor-mastra-mcp-agent,Public,Forked from,apify/actor-mastra-mcp-agent,https://github.com/apify/actor-mastra-mcp-agent,TypeScript,"Apr 27, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,,"🤖 AI agent using mastra.ai with Apify MCP Server. 🚀 Runs queries via OpenAI models, taps Apify Actors for web data, and outputs to datasets. 🛠️",Apache License 2.0,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=8&tab=repositories
openai-cua-sample-app,https://github.com/own-boldsbrain/openai-cua-sample-app,Public,Forked from,openai/openai-cua-sample-app,https://github.com/openai/openai-cua-sample-app,Python,"Apr 24, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,,Learn how to use CUA (our Computer Using Agent) via the API on multiple computer environments.,MIT License,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=8&tab=repositories
starter-workflows,https://github.com/own-boldsbrain/starter-workflows,Public,Forked from,actions/starter-workflows,https://github.com/actions/starter-workflows,TypeScript,"Apr 24, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,,Accelerating new GitHub Actions workflows,Other,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=8&tab=repositories
assistant-ui,https://github.com/own-boldsbrain/assistant-ui,Public,Forked from,assistant-ui/assistant-ui,https://github.com/assistant-ui/assistant-ui,TypeScript,"Apr 24, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,,Typescript/React Library for AI Chat💬🚀,MIT License,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=8&tab=repositories
medusa-b2b,https://github.com/own-boldsbrain/medusa-b2b,Public,Forked from,shahednasser/medusa-b2b,https://github.com/shahednasser/medusa-b2b,TypeScript,"Apr 24, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,,Code for Medusa B2B tutorial,,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=8&tab=repositories
datadog-agent,https://github.com/own-boldsbrain/datadog-agent,Public,Forked from,DataDog/datadog-agent,https://github.com/DataDog/datadog-agent,Go,"Apr 22, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,,Main repository for Datadog Agent,Apache License 2.0,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=8&tab=repositories
context7,https://github.com/own-boldsbrain/context7,Public,Forked from,upstash/context7,https://github.com/upstash/context7,JavaScript,"Apr 22, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,,Context7 MCP Server -- Up-to-date documentation for LLMs and AI code editors,MIT License,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=8&tab=repositories
agentica,https://github.com/own-boldsbrain/agentica,Public,Forked from,wrtnlabs/agentica,https://github.com/wrtnlabs/agentica,TypeScript,"Apr 22, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,,TypeScript Agentic AI Library specialized for LLM Function Calling enhanced by compiler skills.,MIT License,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=8&tab=repositories
robots-txt-scanner,https://github.com/own-boldsbrain/robots-txt-scanner,Public,Forked from,PaulKinlan/robots-txt-scanner,https://github.com/PaulKinlan/robots-txt-scanner,JavaScript,"Apr 22, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,,Scans robots.txt files and logs the Disallow - used for some research,,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=8&tab=repositories
platform,https://github.com/own-boldsbrain/platform,Public,Forked from,hcengineering/platform,https://github.com/hcengineering/platform,TypeScript,"Apr 22, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,,"Huly — All-in-One Project Management Platform (alternative to Linear, Jira, Slack, Notion, Motion)",Eclipse Public License 2.0,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=8&tab=repositories
fineract,https://github.com/own-boldsbrain/fineract,Public,Forked from,apache/fineract,https://github.com/apache/fineract,Java,"Apr 22, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,,Apache Fineract,Apache License 2.0,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=8&tab=repositories
agents-starter,https://github.com/own-boldsbrain/agents-starter,Public,Forked from,cloudflare/agents-starter,https://github.com/cloudflare/agents-starter,TypeScript,"Apr 22, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,,A starter kit for building ai agents on Cloudflare,MIT License,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=8&tab=repositories
copilot-for-openbb,https://github.com/own-boldsbrain/copilot-for-openbb,Public,Forked from,OpenBB-finance/agents-for-openbb,https://github.com/OpenBB-finance/agents-for-openbb,Python,"Apr 21, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,,Copilot template to bring your own copilots into the OpenBB Workspace,MIT License,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=8&tab=repositories
3DTilesRendererJS,https://github.com/own-boldsbrain/3DTilesRendererJS,Public,Forked from,NASA-AMMOS/3DTilesRendererJS,https://github.com/NASA-AMMOS/3DTilesRendererJS,JavaScript,"Apr 21, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,,Renderer for 3D Tiles in Javascript using three.js,Apache License 2.0,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=8&tab=repositories
maplibre-gl-js,https://github.com/own-boldsbrain/maplibre-gl-js,Public,Forked from,maplibre/maplibre-gl-js,https://github.com/maplibre/maplibre-gl-js,TypeScript,"Apr 21, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,,MapLibre GL JS - Interactive vector tile maps in the browser,Other,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=8&tab=repositories
multimodal-agent-node,https://github.com/own-boldsbrain/multimodal-agent-node,Public template,Forked from,livekit-examples/multimodal-agent-node,https://github.com/livekit-examples/multimodal-agent-node,TypeScript,"Apr 21, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,,A basic voice agent built with Node.js agents framework,MIT License,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=8&tab=repositories
PMTiles,https://github.com/own-boldsbrain/PMTiles,Public,Forked from,protomaps/PMTiles,https://github.com/protomaps/PMTiles,TypeScript,"Apr 21, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,,Pyramids of map tiles in a single file on static storage,Other,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=8&tab=repositories
martin,https://github.com/own-boldsbrain/martin,Public,Forked from,maplibre/martin,https://github.com/maplibre/martin,Rust,"Apr 21, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,,"Blazing fast and lightweight PostGIS, MBtiles and PMtiles tile server, tile generation, and mbtiles tooling.",Apache License 2.0,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=8&tab=repositories
tileserver-gl,https://github.com/own-boldsbrain/tileserver-gl,Public,Forked from,maptiler/tileserver-gl,https://github.com/maptiler/tileserver-gl,JavaScript,"Apr 20, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,,"Vector and raster maps with GL styles. Server side rendering by MapLibre GL Native. Map tile server for MapLibre GL JS, Android, iOS, Leaflet, OpenLayers, GIS via WMTS, etc.",Other,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=8&tab=repositories
weather-mcp,https://github.com/own-boldsbrain/weather-mcp,Public,Forked from,miurla/weather-mcp,https://github.com/miurla/weather-mcp,TypeScript,"Apr 20, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,,,MIT License,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=8&tab=repositories
staging-ops,https://github.com/own-boldsbrain/staging-ops,Public,Forked from,code100x/staging-ops,https://github.com/code100x/staging-ops,,"Apr 18, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,,,,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=8&tab=repositories
searxng,https://github.com/own-boldsbrain/searxng,Public,Forked from,searxng/searxng,https://github.com/searxng/searxng,Python,"Apr 18, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,,SearXNG is a free internet metasearch engine which aggregates results from various search services and databases. Users are neither tracked nor profiled.,GNU Affero General Public License v3.0,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=8&tab=repositories
chatwise-releases,https://github.com/own-boldsbrain/chatwise-releases,Public,Forked from,egoist/chatwise-releases,https://github.com/egoist/chatwise-releases,,"Apr 18, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,,The fastest AI Chatbot for any LLM,,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=8&tab=repositories
first-contributions,https://github.com/own-boldsbrain/first-contributions,Public,Forked from,firstcontributions/first-contributions,https://github.com/firstcontributions/first-contributions,,"Apr 18, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,,🚀✨ Help beginners to contribute to open source projects,MIT License,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=8&tab=repositories
fumadocs,https://github.com/own-boldsbrain/fumadocs,Public,Forked from,fuma-nama/fumadocs,https://github.com/fuma-nama/fumadocs,TypeScript,"Apr 17, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,,The beautiful docs framework with Next.js.,MIT License,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=8&tab=repositories
ocean,https://github.com/own-boldsbrain/ocean,Public,Forked from,facebookresearch/ocean,https://github.com/facebookresearch/ocean,C++,"Apr 29, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,[object Object],Ocean is the in-house framework for Computer Vision (CV) and Augmented Reality (AR) applications at Meta. It is platform independent and is mainly implemented in C/C++.,MIT License,,,,
openai-voice-agent-sdk-sample,https://github.com/own-boldsbrain/openai-voice-agent-sdk-sample,Public template,Forked from,openai/openai-voice-agent-sdk-sample,https://github.com/openai/openai-voice-agent-sdk-sample,TypeScript,"Apr 29, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,[object Object],Sample application to add voice capabilities to the Agents SDK,MIT License,,,,
starterpack-telco-en,https://github.com/own-boldsbrain/starterpack-telco-en,Public,Forked from,rasa-customers/starterpack-telco-en,https://github.com/rasa-customers/starterpack-telco-en,Python,"Apr 28, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,[object Object],"This repository contains a pre-configured chatbot starter pack designed specifically for the telecommunications industry. Built using Rasa 3.11 +, the assistant focuses on two key customer support …",,,,,
modelcontextprotocol,https://github.com/own-boldsbrain/modelcontextprotocol,Public,Forked from,perplexityai/modelcontextprotocol,https://github.com/perplexityai/modelcontextprotocol,JavaScript,"Apr 27, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,[object Object],"A Model Context Protocol Server connector for Perplexity API, to enable web search without leaving the MCP ecosystem.",MIT License,,,,
kernel-images,https://github.com/own-boldsbrain/kernel-images,Public,Forked from,onkernel/kernel-images,https://github.com/onkernel/kernel-images,Shell,"Apr 27, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,[object Object],We put browsers on a unikernel,Apache License 2.0,,,,
actor-mastra-mcp-agent,https://github.com/own-boldsbrain/actor-mastra-mcp-agent,Public,Forked from,apify/actor-mastra-mcp-agent,https://github.com/apify/actor-mastra-mcp-agent,TypeScript,"Apr 27, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,[object Object],"🤖 AI agent using mastra.ai with Apify MCP Server. 🚀 Runs queries via OpenAI models, taps Apify Actors for web data, and outputs to datasets. 🛠️",Apache License 2.0,,,,
openai-cua-sample-app,https://github.com/own-boldsbrain/openai-cua-sample-app,Public,Forked from,openai/openai-cua-sample-app,https://github.com/openai/openai-cua-sample-app,Python,"Apr 24, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,[object Object],Learn how to use CUA (our Computer Using Agent) via the API on multiple computer environments.,MIT License,,,,
starter-workflows,https://github.com/own-boldsbrain/starter-workflows,Public,Forked from,actions/starter-workflows,https://github.com/actions/starter-workflows,TypeScript,"Apr 24, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,[object Object],Accelerating new GitHub Actions workflows,Other,,,,
assistant-ui,https://github.com/own-boldsbrain/assistant-ui,Public,Forked from,assistant-ui/assistant-ui,https://github.com/assistant-ui/assistant-ui,TypeScript,"Apr 24, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,[object Object],Typescript/React Library for AI Chat💬🚀,MIT License,,,,
medusa-b2b,https://github.com/own-boldsbrain/medusa-b2b,Public,Forked from,shahednasser/medusa-b2b,https://github.com/shahednasser/medusa-b2b,TypeScript,"Apr 24, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,[object Object],Code for Medusa B2B tutorial,,,,,
datadog-agent,https://github.com/own-boldsbrain/datadog-agent,Public,Forked from,DataDog/datadog-agent,https://github.com/DataDog/datadog-agent,Go,"Apr 22, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,[object Object],Main repository for Datadog Agent,Apache License 2.0,,,,
context7,https://github.com/own-boldsbrain/context7,Public,Forked from,upstash/context7,https://github.com/upstash/context7,JavaScript,"Apr 22, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,[object Object],Context7 MCP Server -- Up-to-date documentation for LLMs and AI code editors,MIT License,,,,
agentica,https://github.com/own-boldsbrain/agentica,Public,Forked from,wrtnlabs/agentica,https://github.com/wrtnlabs/agentica,TypeScript,"Apr 22, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,[object Object],TypeScript Agentic AI Library specialized for LLM Function Calling enhanced by compiler skills.,MIT License,,,,
robots-txt-scanner,https://github.com/own-boldsbrain/robots-txt-scanner,Public,Forked from,PaulKinlan/robots-txt-scanner,https://github.com/PaulKinlan/robots-txt-scanner,JavaScript,"Apr 22, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,[object Object],Scans robots.txt files and logs the Disallow - used for some research,,,,,
platform,https://github.com/own-boldsbrain/platform,Public,Forked from,hcengineering/platform,https://github.com/hcengineering/platform,TypeScript,"Apr 22, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,[object Object],"Huly — All-in-One Project Management Platform (alternative to Linear, Jira, Slack, Notion, Motion)",Eclipse Public License 2.0,,,,
fineract,https://github.com/own-boldsbrain/fineract,Public,Forked from,apache/fineract,https://github.com/apache/fineract,Java,"Apr 22, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,[object Object],Apache Fineract,Apache License 2.0,,,,
agents-starter,https://github.com/own-boldsbrain/agents-starter,Public,Forked from,cloudflare/agents-starter,https://github.com/cloudflare/agents-starter,TypeScript,"Apr 22, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,[object Object],A starter kit for building ai agents on Cloudflare,MIT License,,,,
copilot-for-openbb,https://github.com/own-boldsbrain/copilot-for-openbb,Public,Forked from,OpenBB-finance/agents-for-openbb,https://github.com/OpenBB-finance/agents-for-openbb,Python,"Apr 21, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,[object Object],Copilot template to bring your own copilots into the OpenBB Workspace,MIT License,,,,
3DTilesRendererJS,https://github.com/own-boldsbrain/3DTilesRendererJS,Public,Forked from,NASA-AMMOS/3DTilesRendererJS,https://github.com/NASA-AMMOS/3DTilesRendererJS,JavaScript,"Apr 21, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,[object Object],Renderer for 3D Tiles in Javascript using three.js,Apache License 2.0,,,,
maplibre-gl-js,https://github.com/own-boldsbrain/maplibre-gl-js,Public,Forked from,maplibre/maplibre-gl-js,https://github.com/maplibre/maplibre-gl-js,TypeScript,"Apr 21, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,[object Object],MapLibre GL JS - Interactive vector tile maps in the browser,Other,,,,
multimodal-agent-node,https://github.com/own-boldsbrain/multimodal-agent-node,Public template,Forked from,livekit-examples/multimodal-agent-node,https://github.com/livekit-examples/multimodal-agent-node,TypeScript,"Apr 21, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,[object Object],A basic voice agent built with Node.js agents framework,MIT License,,,,
PMTiles,https://github.com/own-boldsbrain/PMTiles,Public,Forked from,protomaps/PMTiles,https://github.com/protomaps/PMTiles,TypeScript,"Apr 21, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,[object Object],Pyramids of map tiles in a single file on static storage,Other,,,,
martin,https://github.com/own-boldsbrain/martin,Public,Forked from,maplibre/martin,https://github.com/maplibre/martin,Rust,"Apr 21, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,[object Object],"Blazing fast and lightweight PostGIS, MBtiles and PMtiles tile server, tile generation, and mbtiles tooling.",Apache License 2.0,,,,
tileserver-gl,https://github.com/own-boldsbrain/tileserver-gl,Public,Forked from,maptiler/tileserver-gl,https://github.com/maptiler/tileserver-gl,JavaScript,"Apr 20, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,[object Object],"Vector and raster maps with GL styles. Server side rendering by MapLibre GL Native. Map tile server for MapLibre GL JS, Android, iOS, Leaflet, OpenLayers, GIS via WMTS, etc.",Other,,,,
weather-mcp,https://github.com/own-boldsbrain/weather-mcp,Public,Forked from,miurla/weather-mcp,https://github.com/miurla/weather-mcp,TypeScript,"Apr 20, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,[object Object],,MIT License,,,,
staging-ops,https://github.com/own-boldsbrain/staging-ops,Public,Forked from,code100x/staging-ops,https://github.com/code100x/staging-ops,,"Apr 18, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,[object Object],,,,,,
searxng,https://github.com/own-boldsbrain/searxng,Public,Forked from,searxng/searxng,https://github.com/searxng/searxng,Python,"Apr 18, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,[object Object],SearXNG is a free internet metasearch engine which aggregates results from various search services and databases. Users are neither tracked nor profiled.,GNU Affero General Public License v3.0,,,,
chatwise-releases,https://github.com/own-boldsbrain/chatwise-releases,Public,Forked from,egoist/chatwise-releases,https://github.com/egoist/chatwise-releases,,"Apr 18, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,[object Object],The fastest AI Chatbot for any LLM,,,,,
first-contributions,https://github.com/own-boldsbrain/first-contributions,Public,Forked from,firstcontributions/first-contributions,https://github.com/firstcontributions/first-contributions,,"Apr 18, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,[object Object],🚀✨ Help beginners to contribute to open source projects,MIT License,,,,
fumadocs,https://github.com/own-boldsbrain/fumadocs,Public,Forked from,fuma-nama/fumadocs,https://github.com/fuma-nama/fumadocs,TypeScript,"Apr 17, 2025",https://github.com/own-boldsbrain?page=8&tab=repositories,[object Object],The beautiful docs framework with Next.js.,MIT License,,,,
medusa-payment-mercadopago,https://github.com/own-boldsbrain/medusa-payment-mercadopago,Public,Forked from,NicolasGorga/medusa-payment-mercadopago,https://github.com/NicolasGorga/medusa-payment-mercadopago,TypeScript,"Apr 17, 2025",https://github.com/own-boldsbrain?page=9&tab=repositories,,Mercado Pago payment provider plugin for MedusaJS,,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=9&tab=repositories
voice-assistant-frontend,https://github.com/own-boldsbrain/voice-assistant-frontend,Public template,Forked from,livekit-examples/agent-starter-react,https://github.com/livekit-examples/agent-starter-react,TypeScript,"Apr 17, 2025",https://github.com/own-boldsbrain?page=9&tab=repositories,,A simple voice assistant example built with Next.js and LiveKit React Components,MIT License,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=9&tab=repositories
collaborative-reasoner,https://github.com/own-boldsbrain/collaborative-reasoner,Public,Forked from,facebookresearch/collaborative-reasoner,https://github.com/facebookresearch/collaborative-reasoner,Python,"Apr 17, 2025",https://github.com/own-boldsbrain?page=9&tab=repositories,,Source code for the collaborative reasoner research project at Meta FAIR.,MIT License,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=9&tab=repositories
