distributor,id,name,manufacturer,model,sku,category,type,price_brl,power_kw,power_w,voltage_v,current_a,efficiency_percent,certifications,currency,description,height_mm,image_url,length_mm,price_per_unit,stock_available,stock_quantity,tags,voltage_range,warranty_years,weight_kg,width_mm
Solfacil,solfacil_inverters_52,GOODWE GW 30KLS-MT - AFCI,GOODWE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO GW30KLS-MT - AFCI EX SUL 30KW GOODWE TRI 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_53,GOODWE GW 30KLS-MT - AFCI RED,GOODWE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO GW30KLS-MT - AFCI VERMELHO EX SUL 30KW GOODWE TRI 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_54,GOODWE GW 60KBF-MT,GOODWE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO GW60KBF-MT EX 60KW GOODWE TRI 380V,,,,,,,,,,,
Solfacil,solfacil_inverters_55,GOODWE GW 60KS-MT,GOODWE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO GW60KS-MT EX 60KW GOODWE TRI 380V,,,,,,,,,,,
Solfacil,solfacil_inverters_56,GOODWE GW 35KLS-MT,GOODWE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO GW35KLS-MT EX 35KW GOODWE TRI 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_57,GROWATT MAX 50KTL3-XL2,GROWATT,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO MAX 50KTL3-XL2 50KW GROWATT TRI 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_58,DEYE SUN-50K-G-LV,DEYE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO SUN-50K-G-LV - KIT 50KW DEYE TRI 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_59,DEYE SUN-50K-G-LV,DEYE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO SUN-50K-G-LV - NE EX 50KW DEYE TRI 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_60,DEYE SUN-50K-G-LV,DEYE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO SUN-50K-G-LV EX 50KW DEYE TRI 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_61,GOODWE GW10K-BT,GOODWE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO RETROFIT GW10K-BT 10KW GOODWE HIBRIDO TRI 380V,,,,,,,,,,,
Solfacil,solfacil_inverters_62,DEYE SUN-75K-G01P3-LV,DEYE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO SUN-75K-G01P3-LV - KIT 75KW DEYE TRI 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_63,DEYE SUN-75K-G01P3-LV,DEYE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO SUN-75K-G01P3-LV EX 75KW DEYE TRI 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_64,GROWATT MAX 50KTL3-XL2 - AFCI,GROWATT,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO MAX 50KTL3-XL2 - AFCI - NE 50KW GROWATT TRI 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_65,GROWATT MAX 50KTL3-XL2 - AFCI,GROWATT,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO MAX 50KTL3-XL2 - AFCI - SUL EX 50KW GROWATT TRI 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_66,GOODWE GW 35KLS-MT - AFCI,GOODWE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO GW35KLS-MT - AFCI - KIT NE 35KW GOODWE TRI 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_67,GOODWE GW 35KLS-MT - AFCI,GOODWE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO GW35KLS-MT - AFCI EX 35KW GOODWE TRI 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_68,GOODWE GW 60KS-MT - AFCI,GOODWE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO GW60KS-MT - AFCI EX 60KW GOODWE TRI 380V,,,,,,,,,,,
Solfacil,solfacil_inverters_69,GROWATT MAX60KTL3-XL 2,GROWATT,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO MAX 60KTL3-XL2 60KW GROWATT TRI 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_70,GOODWE GW75K-SMT - AFCI,GOODWE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO GW75K-SMT - AFCI SUL 75KW GOODWE TRI 380V,,,,,,,,,,,
Solfacil,solfacil_inverters_71,GOODWE GW 73KLV-HT - AFCI,GOODWE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO GW73KLV-HT - AFCI -NE 73KW GOODWE TRI 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_72,GOODWE GW 73KLV-HT - AFCI,GOODWE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO GW73KLV-HT - AFCI EX 73KW GOODWE TRI 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_73,GOODWE GW20K-ET - AFCI,GOODWE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO GW20K-ET - AFCI EX SUL 20KW GOODWE HIBRIDO TRI 380V,,,,,,,,,,,
Solfacil,solfacil_inverters_74,GOODWE GW12KL-ET - AFCI,GOODWE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO GW12KL-ET - AFCI - SUL 12KW GOODWE HIBRIDO TRI 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_75,GOODWE GW15K-ET - AFCI,GOODWE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO GW15K-ET - AFCI - EX SUL 15KW GOODWE HIBRIDO TRI 380V,,,,,,,,,,,
Solfacil,solfacil_inverters_76,GOODWE GW 100K-HT,GOODWE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO GW100K-HT EX 100KW GOODWE TRI 380V,,,,,,,,,,,
Solfacil,solfacil_inverters_77,GOODWE GW100K-HT,GOODWE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO GW100K-HT - AFCI EX 100KW GOODWE TRI 380V,,,,,,,,,,,
Solfacil,solfacil_inverters_78,GOODWE GW100K-GT - AFCI,GOODWE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO GW100K-GT - AFCI - EX SUL 100KW GOODWE TRI 380V,,,,,,,,,,,
Solfacil,solfacil_inverters_79,GOODWE GW 110K-HT,GOODWE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO GW110K-HT EX 110KW GOODWE TRI 380V,,,,,,,,,,,
Solfacil,solfacil_inverters_80,GOODWE GW30K-ET - AFCI,GOODWE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO GW30K-ET - AFCI 30KW GOODWE HIBRIDO TRI 380V,,,,,,,,,,,
Solfacil,solfacil_inverters_81,GOODWE GW250KN-HT,GOODWE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO GW250KN-HT EX 250KW GOODWE TRI 800V,,,,,,,,,,,
Solfacil,solfacil_inverters_82,GOODWE GW250KH-UT,GOODWE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO GW250KH-UT EX SUL 250KW GOODWE TRI 800V,,,,,,,,,,,
Solfacil,solfacil_inverters_83,GOODWE GW250K-HT,GOODWE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO GW250K-HT EX 250KW GOODWE TRI 800V,,,,,,,,,,,
Odex,odex_inverters_ODEX-INV-SAJ-3000W,Inversor Grid-Tie SAJ R5-3K-T2 BRL 3kW Monofásico 220V 2 MPPT,SAJ,,,inverters,,,,,,,,,BRL,Inversor Grid-Tie SAJ R5-3K-T2 BRL 3kW Monofásico 220V 2 MPPT,,,,,,,,,,,
Odex,odex_inverters_ODEX-INV-SAJ-4200W,Inversor Grid-Tie SAJ R5-4.2K-T2 BRL 4.2kW Monofásico 220V 2 MPPT,SAJ,,,inverters,,,,,,,,,BRL,Inversor Grid-Tie SAJ R5-4.2K-T2 BRL 4.2kW Monofásico 220V 2 MPPT,,,,,,,,,,,
Odex,odex_inverters_ODEX-INV-SAJ-5000W,Inversor Grid-Tie SAJ R5-5K-T2 BRL 5kW Monofásico 220V 2 MPPT,SAJ,,,inverters,,,,,,,,,BRL,Inversor Grid-Tie SAJ R5-5K-T2 BRL 5kW Monofásico 220V 2 MPPT,,,,,,,,,,,
Odex,odex_inverters_ODEX-INV-SAJ-6000W,Inversor Grid-Tie SAJ R5-6K-T2 BRL 6kW Monofásico 220V 2 MPPT,SAJ,,,inverters,,,,,,,,,BRL,Inversor Grid-Tie SAJ R5-6K-T2 BRL 6kW Monofásico 220V 2 MPPT,,,,,,,,,,,
Odex,odex_inverters_ODEX-INV-SAJ-8000W,Inversor Grid-Tie SAJ R5-8K-T2 BRL 8kW Bifásico 220V 2 MPPT,SAJ,,,inverters,,,,,,,,,BRL,Inversor Grid-Tie SAJ R5-8K-T2 BRL 8kW Bifásico 220V 2 MPPT,,,,,,,,,,,
Odex,odex_inverters_ODEX-INV-SAJ-10000W,Inversor Grid-Tie SAJ R5-10K-T2 BRL 10kW Trifásico 380V 2 MPPT,SAJ,,,inverters,,,,,,,,,BRL,Inversor Grid-Tie SAJ R5-10K-T2 BRL 10kW Trifásico 380V 2 MPPT,,,,,,,,,,,
Odex,odex_inverters_ODEX-INV-SAJ-12000W,Inversor Grid-Tie SAJ R5-12K-T2 BRL 12kW Trifásico 380V 2 MPPT,SAJ,,,inverters,,,,,,,,,BRL,Inversor Grid-Tie SAJ R5-12K-T2 BRL 12kW Trifásico 380V 2 MPPT,,,,,,,,,,,
Odex,odex_inverters_ODEX-INV-SAJ-15000W,Inversor Grid-Tie SAJ R5-15K-T2 BRL 15kW Trifásico 380V 2 MPPT,SAJ,,,inverters,,,,,,,,,BRL,Inversor Grid-Tie SAJ R5-15K-T2 BRL 15kW Trifásico 380V 2 MPPT,,,,,,,,,,,
Odex,odex_inverters_ODEX-INV-SAJ-17000W,Inversor Grid-Tie SAJ R5-17K-T2 BRL 17kW Trifásico 380V 2 MPPT,SAJ,,,inverters,,,,,,,,,BRL,Inversor Grid-Tie SAJ R5-17K-T2 BRL 17kW Trifásico 380V 2 MPPT,,,,,,,,,,,
Odex,odex_inverters_ODEX-INV-SAJ-20000W,Inversor Grid-Tie SAJ R5-20K-T2 BRL 20kW Trifásico 380V 2 MPPT,SAJ,,,inverters,,,,,,,,,BRL,Inversor Grid-Tie SAJ R5-20K-T2 BRL 20kW Trifásico 380V 2 MPPT,,,,,,,,,,,
Odex,odex_inverters_ODEX-INV-SAJ-25000W,Inversor Grid-Tie SAJ R5-25K-T2 BRL 25kW Trifásico 380V 2 MPPT,SAJ,,,inverters,,,,,,,,,BRL,Inversor Grid-Tie SAJ R5-25K-T2 BRL 25kW Trifásico 380V 2 MPPT,,,,,,,,,,,
Odex,odex_inverters_ODEX-INV-GROWATT-3000W,Inversor Grid-Tie Growatt MIN 3000TL-X 3kW Monofásico 220V 2 MPPT,Growatt,,,inverters,,,,,,,,,BRL,Inversor Grid-Tie Growatt MIN 3000TL-X 3kW Monofásico 220V 2 MPPT,,,,,,,,,,,
Odex,odex_inverters_ODEX-INV-GROWATT-3300W,Inversor Grid-Tie Growatt MIC 3300TL-X 3.3kW Monofásico 220V 2 MPPT,Growatt,,,inverters,,,,,,,,,BRL,Inversor Grid-Tie Growatt MIC 3300TL-X 3.3kW Monofásico 220V 2 MPPT,,,,,,,,,,,
Odex,odex_inverters_ODEX-INV-GROWATT-6000W,Inversor Grid-Tie Growatt MIC 6000TL-X 6kW Monofásico 220V 2 MPPT,Growatt,,,inverters,,,,,,,,,BRL,Inversor Grid-Tie Growatt MIC 6000TL-X 6kW Monofásico 220V 2 MPPT,,,,,,,,,,,
Odex,odex_inverters_ODEX-INV-GROWATT-8000W,Inversor Grid-Tie Growatt MOD 8KTL3-XH 8kW Trifásico 380V 2 MPPT,Growatt,,,inverters,,,,,,,,,BRL,Inversor Grid-Tie Growatt MOD 8KTL3-XH 8kW Trifásico 380V 2 MPPT,,,,,,,,,,,
Odex,odex_inverters_ODEX-INV-GROWATT-10000W,Inversor Grid-Tie Growatt MOD 10KTL3-XH 10kW Trifásico 380V 2 MPPT,Growatt,,,inverters,,,,,,,,,BRL,Inversor Grid-Tie Growatt MOD 10KTL3-XH 10kW Trifásico 380V 2 MPPT,,,,,,,,,,,
Odex,odex_inverters_ODEX-INV-GROWATT-15000W,Inversor Grid-Tie Growatt MOD 15KTL3-XH 15kW Trifásico 380V 2 MPPT,Growatt,,,inverters,,,,,,,,,BRL,Inversor Grid-Tie Growatt MOD 15KTL3-XH 15kW Trifásico 380V 2 MPPT,,,,,,,,,,,
Odex,odex_inverters_ODEX-INV-GROWATT-20000W,Inversor Grid-Tie Growatt MOD 20KTL3-XH 20kW Trifásico 380V 2 MPPT,Growatt,,,inverters,,,,,,,,,BRL,Inversor Grid-Tie Growatt MOD 20KTL3-XH 20kW Trifásico 380V 2 MPPT,,,,,,,,,,,
Odex,odex_inverters_ODEX-INV-GROWATT-25000W,Inversor Grid-Tie Growatt MOD 25KTL3-XH 25kW Trifásico 380V 2 MPPT,Growatt,,,inverters,,,,,,,,,BRL,Inversor Grid-Tie Growatt MOD 25KTL3-XH 25kW Trifásico 380V 2 MPPT,,,,,,,,,,,
Odex,odex_inverters_ODEX-INV-GROWATT-50000W,Inversor Grid-Tie Growatt MAX 50KTL3-XH 50kW Trifásico 380V 4 MPPT,Growatt,,,inverters,,,,,,,,,BRL,Inversor Grid-Tie Growatt MAX 50KTL3-XH 50kW Trifásico 380V 4 MPPT,,,,,,,,,,,
Odex,odex_inverters_ODEX-INV-GROWATT-75000W,Inversor Grid-Tie Growatt MAX 75KTL3-XH 75kW Trifásico 380V 6 MPPT,Growatt,,,inverters,,,,,,,,,BRL,Inversor Grid-Tie Growatt MAX 75KTL3-XH 75kW Trifásico 380V 6 MPPT,,,,,,,,,,,
Odex,odex_inverters_ODEX-INV-GROWATT-100000W,Inversor Grid-Tie Growatt MAX 100KTL3-XH 100kW Trifásico 380V 8 MPPT,Growatt,,,inverters,,,,,,,,,BRL,Inversor Grid-Tie Growatt MAX 100KTL3-XH 100kW Trifásico 380V 8 MPPT,,,,,,,,,,,
Odex,odex_inverters_ODEX-INV-GROWATT-125000W,Inversor Grid-Tie Growatt MAX 125KTL3-XH 125kW Trifásico 380V 10 MPPT,Growatt,,,inverters,,,,,,,,,BRL,Inversor Grid-Tie Growatt MAX 125KTL3-XH 125kW Trifásico 380V 10 MPPT,,,,,,,,,,,
Odex,odex_inverters_ODEX-INV-CHINT-3000W,Inversor Grid-Tie Chint NXI-3.0K-T2 3kW Monofásico 220V 2 MPPT,Chint,,,inverters,,,,,,,,,BRL,Inversor Grid-Tie Chint NXI-3.0K-T2 3kW Monofásico 220V 2 MPPT,,,,,,,,,,,
Odex,odex_inverters_ODEX-INV-CHINT-5000W,Inversor Grid-Tie Chint NXI-5.0K-T2 5kW Monofásico 220V 2 MPPT,Chint,,,inverters,,,,,,,,,BRL,Inversor Grid-Tie Chint NXI-5.0K-T2 5kW Monofásico 220V 2 MPPT,,,,,,,,,,,
Odex,odex_inverters_ODEX-INV-CHINT-8000W,Inversor Grid-Tie Chint NXI-8.0K-T3 8kW Trifásico 380V 2 MPPT,Chint,,,inverters,,,,,,,,,BRL,Inversor Grid-Tie Chint NXI-8.0K-T3 8kW Trifásico 380V 2 MPPT,,,,,,,,,,,
Odex,odex_inverters_ODEX-INV-CHINT-10000W,Inversor Grid-Tie Chint NXI-10K-T3 10kW Trifásico 380V 2 MPPT,Chint,,,inverters,,,,,,,,,BRL,Inversor Grid-Tie Chint NXI-10K-T3 10kW Trifásico 380V 2 MPPT,,,,,,,,,,,
Odex,odex_inverters_ODEX-INV-SOFAR-3300W,Inversor Grid-Tie Sofar 3.3K-TL-G4 3.3kW Monofásico 220V 2 MPPT,Sofar,,,inverters,,,,,,,,,BRL,Inversor Grid-Tie Sofar 3.3K-TL-G4 3.3kW Monofásico 220V 2 MPPT,,,,,,,,,,,
Odex,odex_inverters_ODEX-INV-SOFAR-5000W,Inversor Grid-Tie Sofar 5K-TL-G4 5kW Monofásico 220V 2 MPPT,Sofar,,,inverters,,,,,,,,,BRL,Inversor Grid-Tie Sofar 5K-TL-G4 5kW Monofásico 220V 2 MPPT,,,,,,,,,,,
Odex,odex_inverters_ODEX-INV-SOFAR-6000W,Inversor Grid-Tie Sofar 6K-TL-G4 6kW Monofásico 220V 2 MPPT,Sofar,,,inverters,,,,,,,,,BRL,Inversor Grid-Tie Sofar 6K-TL-G4 6kW Monofásico 220V 2 MPPT,,,,,,,,,,,
Odex,odex_inverters_ODEX-INV-DEYE-800W,Microinversor Deye SUN-M80G4-EU-Q0 800W 220V 2 painéis,Deye,,,inverters,,,,,,,,,BRL,Microinversor Deye SUN-M80G4-EU-Q0 800W 220V 2 painéis,,,,,,,,,,,
Odex,odex_inverters_ODEX-INV-DEYE-1200W,Microinversor Deye SUN-M120G4-EU-Q0 1200W 220V 4 painéis,Deye,,,inverters,,,,,,,,,BRL,Microinversor Deye SUN-M120G4-EU-Q0 1200W 220V 4 painéis,,,,,,,,,,,
Odex,odex_inverters_ODEX-INV-DEYE-2400W,Microinversor Deye SUN-2400G3-EU-Q0 2400W 220V 8 painéis,Deye,,,inverters,,,,,,,,,BRL,Microinversor Deye SUN-2400G3-EU-Q0 2400W 220V 8 painéis,,,,,,,,,,,
Odex,odex_inverters_ODEX-INV-GROWATT-3000W-1,Inversor Híbrido Growatt SPH 3000 3kW Monofásico 220V 48V 2 MPPT,Growatt,,,inverters,,,,,,,,,BRL,Inversor Híbrido Growatt SPH 3000 3kW Monofásico 220V 48V 2 MPPT,,,,,,,,,,,
Odex,odex_inverters_ODEX-INV-GROWATT-4000W,Inversor Híbrido Growatt SPH 4000 4kW Monofásico 220V 48V 2 MPPT,Growatt,,,inverters,,,,,,,,,BRL,Inversor Híbrido Growatt SPH 4000 4kW Monofásico 220V 48V 2 MPPT,,,,,,,,,,,
Odex,odex_inverters_ODEX-INV-GROWATT-5000W,Inversor Híbrido Growatt SPH 5000 5kW Monofásico 220V 48V 2 MPPT,Growatt,,,inverters,,,,,,,,,BRL,Inversor Híbrido Growatt SPH 5000 5kW Monofásico 220V 48V 2 MPPT,,,,,,,,,,,
Odex,odex_inverters_ODEX-INV-GROWATT-6000W-1,Inversor Híbrido Growatt SPH 6000 6kW Monofásico 220V 48V 2 MPPT,Growatt,,,inverters,,,,,,,,,BRL,Inversor Híbrido Growatt SPH 6000 6kW Monofásico 220V 48V 2 MPPT,,,,,,,,,,,
Odex,odex_inverters_ODEX-INV-GROWATT-8000W-1,Inversor Híbrido Growatt SPH 8000 8kW Monofásico 220V 48V 2 MPPT,Growatt,,,inverters,,,,,,,,,BRL,Inversor Híbrido Growatt SPH 8000 8kW Monofásico 220V 48V 2 MPPT,,,,,,,,,,,
Odex,odex_inverters_ODEX-INV-GROWATT-10000W-1,Inversor Híbrido Growatt SPH 10000 10kW Trifásico 380V 51.2V 2 MPPT,Growatt,,,inverters,,,,,,,,,BRL,Inversor Híbrido Growatt SPH 10000 10kW Trifásico 380V 51.2V 2 MPPT,,,,,,,,,,,
Odex,odex_inverters_ODEX-INV-DEYE-5000W,Inversor Híbrido Deye SUN-5K-SG05LP1-EU 5kW Monofásico 220V 48V 2 MPPT,Deye,,,inverters,,,,,,,,,BRL,Inversor Híbrido Deye SUN-5K-SG05LP1-EU 5kW Monofásico 220V 48V 2 MPPT,,,,,,,,,,,
Odex,odex_inverters_ODEX-INV-DEYE-6000W,Inversor Híbrido Deye SUN-6K-SG05LP1-EU 6kW Monofásico 220V 48V 2 MPPT,Deye,,,inverters,,,,,,,,,BRL,Inversor Híbrido Deye SUN-6K-SG05LP1-EU 6kW Monofásico 220V 48V 2 MPPT,,,,,,,,,,,
Odex,odex_inverters_ODEX-INV-DEYE-8000W,Inversor Híbrido Deye SUN-8K-SG05LP1-EU 8kW Monofásico 220V 48V 2 MPPT,Deye,,,inverters,,,,,,,,,BRL,Inversor Híbrido Deye SUN-8K-SG05LP1-EU 8kW Monofásico 220V 48V 2 MPPT,,,,,,,,,,,
Odex,odex_inverters_ODEX-INV-SOLAX-5000W,Inversor Híbrido SolaX X1-Hybrid-5.0-T 5kW Monofásico 220V 48V 2 MPPT,SolaX,,,inverters,,,,,,,,,BRL,Inversor Híbrido SolaX X1-Hybrid-5.0-T 5kW Monofásico 220V 48V 2 MPPT,,,,,,,,,,,
Odex,odex_inverters_ODEX-INV-SOLAX-8000W,Inversor Híbrido SolaX X3-Hybrid-8.0-D 8kW Trifásico 380V 96V 2 MPPT,SolaX,,,inverters,,,,,,,,,BRL,Inversor Híbrido SolaX X3-Hybrid-8.0-D 8kW Trifásico 380V 96V 2 MPPT,,,,,,,,,,,
Odex,odex_inverters_ODEX-INV-SOLAX-10000W,Inversor Híbrido SolaX X3-Hybrid-10.0-D 10kW Trifásico 380V 96V 2 MPPT,SolaX,,,inverters,,,,,,,,,BRL,Inversor Híbrido SolaX X3-Hybrid-10.0-D 10kW Trifásico 380V 96V 2 MPPT,,,,,,,,,,,
